Time,Temperature,Pressure,Altitude,Pitch,Yaw,Roll,AccelX,AccelY,AccelZ,ServoX,ServoY
12056,44.08,1006.54,-16.2,-84.98,50.07,4.13,-0.56,15.59,-6.86,25,-25
12073,44.08,1006.67,-19.76,-84.88,65.01,-11.9,-1.68,14.04,-4.41,25,-25
12090,44.08,1006.79,-23.06,-84.33,80.98,-28.98,-2.75,28.96,-5.33,25,-25
12107,44.09,1006.58,-17.3,-83.4,93.2,-42.42,-0.91,12.65,-2.39,25,-25
12124,44.09,1006.7,-20.59,-81.98,102.54,-53.35,-1.52,12.84,-2.07,25,-25
12141,44.08,1006.79,-23.06,-80.35,107.71,-59.75,0.68,11.82,-3.04,25,-25
12158,44.08,1006.67,-19.76,-78.37,110.99,-64.77,2.86,11.21,-0.75,25,-25
12175,44.08,1006.67,-19.76,-76.35,113.48,-68.91,3.62,10.77,0.56,25,-25
12192,44.08,1006.67,-19.76,-74.37,115.5,-72.72,3.27,10.41,-0.43,25,-25
12209,44.09,1006.58,-17.3,-72.42,117.39,-76.48,2,11.97,-0.17,25,-25
12226,44.09,1006.7,-20.59,-70.41,119.2,-79.65,1.49,13.44,1,25,-25
12243,44.09,1006.58,-17.3,-68.46,121.12,-83,3.06,10.07,2.16,25,-25
12260,44.11,1006.74,-21.69,-66.66,122.99,-86.33,4.63,6.92,1.59,25,-25
12277,44.09,1006.58,-17.3,-65.33,124.67,-89.29,4.11,6.67,-0.37,25,-25
12294,44.09,1006.58,-17.3,-64.39,126.06,-91.81,4.08,7.19,1.59,25,-25
12311,44.09,1006.58,-17.3,-63.66,127.75,-94.44,4.74,8.32,2.25,25,-25
12328,44.09,1006.7,-20.59,-63.51,129.67,-97.21,4.29,9.13,2.45,25,-25
12345,44.09,1006.58,-17.3,-63.47,131.7,-100.29,3.77,9.29,2.31,25,-25
12362,44.09,1006.58,-17.3,-63.54,133.94,-103.68,3.88,8.04,2.06,25,-25
12379,44.11,1006.61,-18.12,-63.59,136.14,-107.06,3.76,8.28,1.95,25,-25
12396,44.09,1006.7,-20.59,-63.69,138.52,-110.54,4.19,8.25,1.9,25,-25
12413,44.11,1006.74,-21.69,-63.7,140.85,-113.88,4.2,7.9,1.84,25,-25
12430,44.11,1006.74,-21.69,-63.5,142.71,-116.58,3.9,7.81,2.32,25,-25
12447,44.11,1006.61,-18.12,-63.16,144.89,-119.45,4.23,8.2,1.47,25,-25
12464,44.11,1006.61,-18.12,-62.91,147.04,-122.46,4.32,6.61,1.81,25,-25
12481,44.11,1006.61,-18.12,-62.6,148.9,-124.74,3.93,6.46,2.03,25,-25
12498,44.11,1006.74,-21.69,-62.32,150.74,-127.19,3.51,5.49,1.91,25,-25
12515,44.11,1006.74,-21.69,-61.99,152.38,-129.25,2.81,4.38,1.57,25,-25
12532,44.11,1006.74,-21.69,-61.5,153.78,-130.75,1.95,3.22,1.24,25,-25
12549,44.11,1006.61,-18.12,-61.11,154.75,-130.92,1.3,3.69,0.94,25,-25
12564,44.11,1006.61,-18.12,-60.67,155.2,-130.17,1.11,5.14,-0.1,25,-25
12580,44.11,1006.61,-18.12,-60.42,155.27,-129.62,1.08,4.58,2.03,25,-25
12596,44.11,1006.61,-18.12,-60.15,155.3,-129.2,2.06,3.85,2.22,25,-25
12612,44.11,1006.61,-18.12,-59.99,155.38,-128.78,2.85,3.32,1.55,25,-25
12629,44.11,1006.61,-18.12,-59.96,155.58,-128.09,2.06,2.83,1.37,25,-25
12645,44.13,1006.65,-19.22,-60.24,156.06,-127.8,0.62,4.33,0.93,25,-25
12662,44.11,1006.74,-21.69,-60.81,156.94,-128.47,3.28,6.67,1.79,25,-25
12678,44.13,1006.65,-19.22,-61.45,157.95,-129.43,4.72,5.38,2.32,25,-25
12695,44.13,1006.65,-19.22,-62.08,160,-131.1,4.53,4.93,1.9,25,-25
12712,44.13,1006.65,-19.22,-62.9,162.49,-133.02,3.37,5.5,1.36,25,-25
12729,44.13,1006.65,-19.22,-63.66,165.09,-134.9,2.98,6.46,1.26,25,-25
12746,44.13,1006.65,-19.22,-64.05,167.83,-136.88,3.05,7.58,1.43,25,-25
12763,44.13,1006.91,-26.35,-64.26,170.94,-139.22,2.84,7.25,2.04,25,-25
12780,44.13,1006.65,-19.22,-64.27,174.27,-142.04,2.81,7.29,2.04,25,-25
12797,44.13,1006.65,-19.22,-64.04,177.62,-145.06,3.12,7.72,1.79,25,-25
12814,44.13,1006.65,-19.22,-63.62,-178.69,-148.41,2.64,8.71,1.89,25,-25
12831,44.14,1006.69,-20.31,-62.79,-175.26,-152.03,2.45,8.5,2.66,25,-25
12848,44.13,1006.65,-19.22,-61.78,-172.29,-155,1.14,6.07,6.54,25,25
12865,44.14,1006.69,-20.31,-60.41,-169.42,-156.41,1.55,4.37,7.24,25,25
12882,44.13,1006.65,-19.22,-58.67,-167.63,-154.55,1.47,3.35,4.92,25,25
12899,44.13,1006.65,-19.22,-56.73,-166.13,-150.22,1.22,2.87,3.2,25,25
12916,44.14,1006.69,-20.31,-54.92,-165.11,-144.91,0.55,0.48,0.36,25,25
12931,44.13,1006.65,-19.22,-53.17,-164.27,-139.64,0.04,0.65,-0.88,25,25
12947,44.13,1006.65,-19.22,-51.72,-163.33,-134.72,0.94,1.02,-1.04,25,25
12964,44.13,1006.65,-19.22,-50.33,-162.18,-129.94,1.1,1.16,-1.63,25,25
12981,44.13,1006.65,-19.22,-49.54,-159.33,-126.99,11.05,12.31,-6.72,25,25
12998,44.13,1006.65,-19.22,-50.03,-150.33,-130.03,0.67,1.76,-5.06,25,25
13015,44.13,1006.65,-19.22,-49.87,-141.51,-132.95,3.16,12.96,-9.03,25,25
13032,44.14,1006.05,-2.75,-49.12,-137.51,-130.65,-115,151.99,-124.14,25,25
13049,44.13,1006.65,-19.22,-49.16,-137.88,-122.93,-6.11,-6.63,-8.7,25,25
13066,44.14,1006.69,-20.31,-48.89,-138.1,-114.77,1.11,1.29,-3.11,25,25
13082,44.14,1006.69,-20.31,-48.71,-138.1,-107.53,1.06,-0.61,-3.85,25,25
13099,44.14,1006.69,-20.31,-48.62,-138.24,-100.38,0.65,-1.37,-3.99,25,25
13115,44.14,1006.82,-23.88,-48.47,-137.99,-93.78,1.7,0.73,-4.52,25,25
13132,44.14,1006.82,-23.88,-48.18,-137.65,-88.44,1.74,1.47,-6.34,25,25
13148,44.14,1006.69,-20.31,-47.95,-136.79,-84.51,2.19,0.46,-11.55,25,25
13165,44.13,1006.65,-19.22,-47.45,-136.16,-80.99,-0.53,-7.42,-18.07,25,25
13182,44.14,1006.69,-20.31,-47.32,-136.48,-76.95,-5.15,-5.67,-16.56,25,25
13199,44.14,1006.56,-16.75,-47.29,-136.57,-73.92,0.22,-3.03,-7.86,25,25
13216,44.14,1006.69,-20.31,-47.23,-136.45,-71.84,0.86,-2.62,-6.82,25,25
13233,44.14,1006.69,-20.31,-47.08,-136.3,-70.43,0.13,-3.73,-8.2,25,25
13250,44.14,1006.69,-20.31,-47.12,-136.33,-69.68,-0.32,-5.12,-10,25,25
13267,44.14,1006.69,-20.31,-46.92,-136.32,-69.8,-0.2,-4.7,-9.58,25,25
13284,44.13,1006.53,-15.92,-46.9,-136.37,-70.27,0.27,-3.59,-8.41,25,25
13301,44.14,1006.69,-20.31,-46.97,-136.22,-71.58,0.03,-3.86,-9.32,25,25
13318,44.13,1006.65,-19.22,-47.09,-136.18,-73.05,-0.05,-3.31,-9.49,25,25
13335,44.13,1006.78,-22.78,-47.11,-136.29,-74.68,-0.05,-2.93,-9.42,25,25
13352,44.13,1006.65,-19.22,-47.17,-136.3,-76.6,-0.01,-2.6,-9.59,25,25
13369,44.13,1006.78,-22.78,-47.18,-136.34,-78.59,-0.04,-2.21,-10.08,25,25
13386,44.13,1006.78,-22.78,-47.26,-136.33,-80.45,-0.23,-1.32,-9.44,25,25
13403,44.13,1006.65,-19.22,-47.24,-136.27,-82.16,0.04,-1.14,-9.63,25,25
13420,44.14,1006.69,-20.31,-47.32,-136.31,-83.61,0,-0.86,-9.72,25,25
13437,44.14,1006.82,-23.88,-47.27,-136.36,-84.84,0.07,-0.82,-10.03,25,25
13454,44.13,1006.65,-19.22,-47.28,-136.41,-85.8,-0.06,-0.3,-9.77,25,25
13471,44.13,1006.65,-19.22,-47.36,-136.47,-86.56,-0.06,-0.19,-9.49,25,25
13488,44.14,1006.82,-23.88,-47.43,-136.26,-87.28,0.1,-0.06,-9.54,25,25
13505,44.13,1006.78,-22.78,-47.58,-136.2,-87.54,-0.05,-0.03,-9.4,25,25
13522,44.13,1006.65,-19.22,-47.63,-136.24,-87.47,-0.03,-0.33,-9.78,25,25
13539,44.13,1006.65,-19.22,-47.46,-136.21,-87.25,-0.06,-0.39,-9.78,25,25
13556,44.13,1006.65,-19.22,-47.45,-136.32,-86.91,-0.01,-0.57,-9.75,25,25
13573,44.13,1006.65,-19.22,-47.27,-136.31,-86.62,0.09,-0.67,-9.9,25,25
13590,44.13,1006.65,-19.22,-47.39,-136.28,-86.46,0.09,-0.85,-9.82,25,25
13607,44.13,1006.78,-22.78,-47.39,-136.17,-86.47,0.03,-0.94,-9.85,25,25
13624,44.13,1006.65,-19.22,-47.46,-135.98,-86.56,0,-0.83,-9.86,25,25
13641,44.14,1006.82,-23.88,-47.52,-135.93,-86.7,-0.03,-0.75,-9.84,25,25
13658,44.13,1006.65,-19.22,-47.32,-136.06,-86.67,0,-0.66,-9.79,25,25
13675,44.13,1006.78,-22.78,-47.31,-136.01,-86.84,0.03,-0.45,-9.74,25,25
13692,44.13,1006.65,-19.22,-47.32,-136.08,-86.87,0.01,-0.51,-9.69,25,25
13709,44.14,1006.69,-20.31,-47.24,-136.06,-86.84,0.01,-0.51,-9.74,25,25
13726,44.13,1006.65,-19.22,-47.13,-136.02,-86.94,0.08,-0.57,-9.72,25,25
13743,44.13,1006.65,-19.22,-47.22,-135.92,-86.98,0.06,-0.68,-9.8,25,25
13760,44.13,1006.65,-19.22,-47.15,-135.94,-87.02,0,-0.77,-9.86,25,25
13777,44.13,1006.78,-22.78,-47.3,-135.81,-87.18,0.04,-0.62,-9.82,25,25
13794,44.13,1006.78,-22.78,-47.36,-135.77,-87.17,-0.01,-0.64,-9.73,25,25
13811,44.13,1006.78,-22.78,-47.32,-135.66,-87.32,0.02,-0.6,-9.77,25,25
13828,44.13,1006.65,-19.22,-47.28,-135.74,-87.22,0,-0.64,-9.8,25,25
13845,44.13,1006.65,-19.22,-47.36,-135.67,-87.28,-0.03,-0.64,-9.85,25,25
13862,44.13,1006.65,-19.22,-47.32,-135.56,-87.43,0.01,-0.64,-9.78,25,25
13879,44.13,1006.65,-19.22,-47.42,-135.6,-87.47,0.02,-0.7,-9.77,25,25
13896,44.13,1006.65,-19.22,-47.42,-135.62,-87.39,0.02,-0.68,-9.8,25,25
13913,44.13,1006.78,-22.78,-47.65,-135.67,-87.37,0,-0.56,-9.81,25,25
13930,44.13,1006.65,-19.22,-47.63,-135.66,-87.36,0,-0.66,-9.83,25,25
13947,44.13,1006.78,-22.78,-47.65,-135.75,-87.38,-0.04,-0.68,-9.78,25,25
13964,44.13,1006.65,-19.22,-47.77,-135.81,-87.2,-0.01,-0.67,-9.86,25,25
13981,44.13,1006.78,-22.78,-47.7,-135.64,-87.27,0.05,-0.6,-9.73,25,25
13998,44.13,1006.65,-19.22,-47.77,-135.78,-87.2,0.01,-0.69,-9.7,25,25
14015,44.13,1006.78,-22.78,-47.79,-135.74,-87.3,0.06,-0.67,-9.74,25,25
14032,44.13,1006.65,-19.22,-47.8,-135.63,-87.38,0.04,-0.68,-9.8,25,25
14049,44.13,1006.65,-19.22,-47.77,-135.6,-87.44,0.04,-0.65,-9.85,25,25
14066,44.14,1006.82,-23.88,-47.82,-135.5,-87.47,0.02,-0.64,-9.82,25,25
14083,44.13,1006.65,-19.22,-47.86,-135.35,-87.6,0.07,-0.65,-9.81,25,25
14100,44.13,1006.78,-22.78,-47.75,-135.28,-87.71,0.1,-0.63,-9.77,25,25
14117,44.13,1006.78,-22.78,-47.61,-135.38,-87.65,0.04,-0.58,-9.73,25,25
14134,44.14,1006.69,-20.31,-47.57,-135.22,-87.74,0.1,-0.6,-9.76,25,25
14151,44.13,1006.78,-22.78,-47.62,-135.26,-87.74,0.03,-0.58,-9.79,25,25
14168,44.13,1006.78,-22.78,-47.68,-135.21,-87.79,-0.01,-0.68,-9.74,25,25
14185,44.13,1006.65,-19.22,-47.67,-135.2,-87.88,0.04,-0.58,-9.74,25,25
14202,44.13,1006.53,-15.92,-47.63,-135.22,-87.87,0.01,-0.61,-9.76,25,25
14219,44.13,1006.65,-19.22,-47.68,-135.2,-87.92,0,-0.66,-9.79,25,25
14236,44.14,1006.69,-20.31,-47.55,-135.21,-87.94,-0.04,-0.59,-9.76,25,25
14253,44.13,1006.65,-19.22,-47.61,-135.21,-87.96,-0.04,-0.58,-9.82,25,25
14270,44.13,1006.78,-22.78,-47.5,-135.23,-87.96,0.04,-0.63,-9.82,25,25
14287,44.13,1006.65,-19.22,-47.43,-135.17,-87.94,-0.01,-0.6,-9.81,25,25
14304,44.13,1006.78,-22.78,-47.48,-135.06,-87.96,0,-0.61,-9.76,25,25
14321,44.14,1006.69,-20.31,-47.56,-135.08,-88.01,-0.02,-0.55,-9.75,25,25
14338,44.13,1006.65,-19.22,-47.49,-135.01,-88.13,-0.02,-0.59,-9.73,25,25
14355,44.13,1006.65,-19.22,-47.5,-135.12,-88.12,0.09,-0.62,-9.78,25,25
14372,44.14,1006.69,-20.31,-47.37,-135.12,-88.07,-0.03,-0.61,-9.79,25,25
14389,44.14,1006.69,-20.31,-47.39,-135.09,-88.06,0.04,-0.57,-9.79,25,25
14406,44.14,1006.82,-23.88,-47.36,-135.09,-88.11,0.03,-0.52,-9.7,25,25
14423,44.13,1006.65,-19.22,-47.3,-135.07,-88.27,-0.01,-0.58,-9.82,25,25
14440,44.13,1006.78,-22.78,-47.25,-134.88,-88.34,0,-0.61,-9.84,25,25
14457,44.14,1006.69,-20.31,-47.13,-134.88,-88.39,0.01,-0.62,-9.78,25,25
14474,44.14,1006.69,-20.31,-47.1,-134.9,-88.39,-0.09,-0.67,-9.81,25,25
14491,44.13,1006.65,-19.22,-47.12,-134.88,-88.43,0.02,-0.66,-9.77,25,25
14508,44.14,1006.69,-20.31,-47.09,-134.85,-88.44,0.04,-0.63,-9.7,25,25
14525,44.14,1006.56,-16.75,-47.1,-134.89,-88.42,0,-0.59,-9.77,25,25
14542,44.14,1006.69,-20.31,-47.1,-134.99,-88.38,0.04,-0.56,-9.73,25,25
14559,44.14,1006.69,-20.31,-46.9,-134.98,-88.45,-0.02,-0.66,-9.8,25,25
14576,44.14,1006.69,-20.31,-46.9,-134.93,-88.45,0.01,-0.57,-9.68,25,25
14593,44.14,1006.69,-20.31,-46.84,-134.9,-88.42,-0.04,-0.53,-9.78,25,25
14610,44.14,1006.69,-20.31,-46.82,-134.91,-88.36,-0.04,-0.58,-9.76,25,25
14627,44.14,1006.69,-20.31,-46.74,-134.81,-88.41,0.05,-0.58,-9.76,25,25
14644,44.14,1006.69,-20.31,-46.72,-134.99,-88.29,0.06,-0.59,-9.82,25,25
14661,44.14,1006.69,-20.31,-46.75,-134.89,-88.32,0.03,-0.59,-9.76,25,25
14678,44.14,1006.69,-20.31,-46.74,-134.82,-88.3,0.11,-0.64,-9.83,25,25
14695,44.16,1006.73,-21.41,-46.69,-134.88,-88.32,0.01,-0.59,-9.81,25,25
14712,44.14,1006.69,-20.31,-46.54,-134.96,-88.25,0.02,-0.68,-9.83,25,25
14729,44.16,1006.73,-21.41,-46.52,-135.01,-88.32,0.05,-0.65,-9.79,25,25
14746,44.14,1006.82,-23.88,-46.42,-135.15,-88.18,0.02,-0.6,-9.83,25,25
14763,44.14,1006.56,-16.75,-46.4,-135.09,-88.36,-0.04,-0.62,-9.83,25,25
14780,44.14,1006.69,-20.31,-46.49,-135.01,-88.47,0.02,-0.56,-9.77,25,25
14797,44.14,1006.69,-20.31,-46.48,-134.99,-88.58,0.04,-0.62,-9.77,25,25
14814,44.14,1006.69,-20.31,-46.6,-134.99,-88.55,0.04,-0.57,-9.8,25,25
14831,44.14,1006.69,-20.31,-46.56,-135.08,-88.41,0.03,-0.54,-9.78,25,25
14848,44.14,1006.69,-20.31,-46.56,-135.14,-88.41,0.02,-0.61,-9.8,25,25
14865,44.14,1006.69,-20.31,-46.41,-135.2,-88.39,-0.01,-0.66,-9.8,25,25
14882,44.16,1006.73,-21.41,-46.45,-135.18,-88.48,0.08,-0.57,-9.68,25,25
14899,44.14,1006.56,-16.75,-46.63,-135.21,-88.39,0.04,-0.65,-9.77,25,25
14916,44.16,1006.73,-21.41,-46.72,-135.16,-88.43,0.08,-0.53,-9.67,25,25
14933,44.16,1006.73,-21.41,-46.68,-135.22,-88.44,0.01,-0.63,-9.74,25,25
14950,44.14,1006.69,-20.31,-46.78,-135.22,-88.42,-0.05,-0.63,-9.74,25,25
14967,44.14,1006.82,-23.88,-46.72,-135.22,-88.42,-0.03,-0.59,-9.72,25,25
14984,44.14,1006.69,-20.31,-46.63,-135.27,-88.43,0.05,-0.6,-9.77,25,25
